Product Name,Supplier,Review Text,Sentiment
Timing Belt,Gokul Enterprises,"Overall a decent experience, though the price is a bit high.",Positive
Suspension System,Gokul Enterprises,I would definitely recommend this product to others.,Positive
Spark Plug,Prakash Auto Suppliers,"This part is good, but it took longer to arrive than expected.",Negative
Timing Belt,Prakash Auto Suppliers,"The product is just okay, didn't experience any major issues.",Positive
Raw Material Aluminum,Mysore Motors,"Very poor quality, completely disappointed.",Neutral
Rubber Sheets,Nandi AutoHub,"This product is excellent, highly durable and works perfectly.",Positive
Timing Belt,Prakash Auto Suppliers,"It works fine, nothing extraordinary but does the job.",Neutral
Spark Plug,Vishnu AutoTech,"This product is excellent, highly durable and works perfectly.",Negative
Clutch Plate,Prakash Auto Suppliers,I would definitely recommend this product to others.,Neutral
Clutch Plate,Sri Ganesh Enterprises,Great value for the price! I'm very satisfied with the purchase.,Positive
Raw Material Aluminum,Gokul Enterprises,The product did not meet my expectations. It broke after a few days.,Positive
Raw Material Aluminum,Vinayaka Auto Parts,The quality of the material could have been better.,Negative
Headlights,Shakti Parts Distributors,The product did not meet my expectations. It broke after a few days.,Neutral
Exhaust System,Vinayaka Auto Parts,"It works fine, nothing extraordinary but does the job.",Negative
Steering Wheel,Vishnu AutoTech,I would definitely recommend this product to others.,Neutral
Headlights,Sri Ganesh Enterprises,"Overall a decent experience, though the price is a bit high.",Positive
Timing Belt,Gokul Enterprises,"This part is good, but it took longer to arrive than expected.",Positive
Rubber Sheets,Sampige Industries,"Overall a decent experience, though the price is a bit high.",Positive
Clutch Plate,Sundaram Auto,"Overall a decent experience, though the price is a bit high.",Negative
Steering Wheel,Bangalore Auto Parts,The product did not meet my expectations. It broke after a few days.,Neutral
Suspension System,Vinayaka Auto Parts,"Overall a decent experience, though the price is a bit high.",Positive
Copper Wire,Sundaram Auto,The product did not meet my expectations. It broke after a few days.,Neutral
Oil Filter,Prakash Auto Suppliers,"This product is excellent, highly durable and works perfectly.",Positive
Batteries,Prakash Auto Suppliers,"It works fine, nothing extraordinary but does the job.",Positive
Headlights,Shakti Parts Distributors,"It works fine, nothing extraordinary but does the job.",Neutral
Radiator,Vishnu AutoTech,"The product is just okay, didn't experience any major issues.",Neutral
Raw Material Steel,Shakti Parts Distributors,The product did not meet my expectations. It broke after a few days.,Positive
Exhaust System,Bangalore Auto Parts,"It works fine, nothing extraordinary but does the job.",Negative
Raw Material Steel,Sampige Industries,The product did not meet my expectations. It broke after a few days.,Positive
Batteries,Vishnu AutoTech,"Very poor quality, completely disappointed.",Positive
Tires,Prakash Auto Suppliers,"This product is excellent, highly durable and works perfectly.",Neutral
Clutch Plate,Prakash Auto Suppliers,"Very poor quality, completely disappointed.",Positive
Gearbox,Bharat Components,The product did not meet my expectations. It broke after a few days.,Positive
Raw Material Steel,Bharat Components,The quality of the material could have been better.,Negative
Brake Pads,Sundaram Auto,"This part is good, but it took longer to arrive than expected.",Neutral
Spark Plug,Gokul Enterprises,Great value for the price! I'm very satisfied with the purchase.,Positive
Gearbox,Shakti Parts Distributors,"Overall a decent experience, though the price is a bit high.",Neutral
Raw Material Steel,Shakti Parts Distributors,The product did not meet my expectations. It broke after a few days.,Neutral
Gearbox,Prakash Auto Suppliers,I would definitely recommend this product to others.,Neutral
Radiator,Nandi AutoHub,"Overall a decent experience, though the price is a bit high.",Positive
Brake Pads,Vishnu AutoTech,Great value for the price! I'm very satisfied with the purchase.,Neutral
Suspension System,Kaveri Automotive,"The product is just okay, didn't experience any major issues.",Positive
Oil Filter,Nandi AutoHub,Great value for the price! I'm very satisfied with the purchase.,Positive
Car Engine,Nandi AutoHub,"This part is good, but it took longer to arrive than expected.",Neutral
Radiator,Vishnu AutoTech,"It works fine, nothing extraordinary but does the job.",Neutral
Copper Wire,Balaji Supplies,I would definitely recommend this product to others.,Negative
Clutch Plate,Gokul Enterprises,I would definitely recommend this product to others.,Positive
Oil Filter,Balaji Supplies,"Overall a decent experience, though the price is a bit high.",Positive
Clutch Plate,Vishnu AutoTech,Great value for the price! I'm very satisfied with the purchase.,Positive
Raw Material Aluminum,Sampige Industries,"Overall a decent experience, though the price is a bit high.",Neutral
Raw Material Aluminum,Shakti Parts Distributors,"Very poor quality, completely disappointed.",Neutral
Suspension System,Balaji Supplies,Great value for the price! I'm very satisfied with the purchase.,Positive
Copper Wire,Bangalore Auto Parts,"Overall a decent experience, though the price is a bit high.",Negative
Plastic Components,Gokul Enterprises,"This part is good, but it took longer to arrive than expected.",Neutral
Gearbox,Vishnu AutoTech,"The product is just okay, didn't experience any major issues.",Neutral
Oil Filter,Bangalore Auto Parts,I would definitely recommend this product to others.,Neutral
Steering Wheel,Sri Ganesh Enterprises,I would definitely recommend this product to others.,Neutral
Fuel Pump,Prakash Auto Suppliers,"Very poor quality, completely disappointed.",Positive
Brake Pads,Mysore Motors,"Overall a decent experience, though the price is a bit high.",Negative
Car Engine,Gokul Enterprises,Great value for the price! I'm very satisfied with the purchase.,Neutral
Raw Material Aluminum,Sampige Industries,"This part is good, but it took longer to arrive than expected.",Negative
Fuel Pump,Vishnu AutoTech,"It works fine, nothing extraordinary but does the job.",Positive
Oil Filter,Gokul Enterprises,I would definitely recommend this product to others.,Positive
Exhaust System,Gokul Enterprises,"Overall a decent experience, though the price is a bit high.",Negative
Fuel Pump,Sampige Industries,I would definitely recommend this product to others.,Positive
Clutch Plate,Sri Ganesh Enterprises,"Overall a decent experience, though the price is a bit high.",Neutral
Air Filter,Nandi AutoHub,Great value for the price! I'm very satisfied with the purchase.,Neutral
Spark Plug,Nandi AutoHub,"The product is just okay, didn't experience any major issues.",Positive
Fuel Pump,Shakti Parts Distributors,The quality of the material could have been better.,Negative
Rubber Sheets,Sampige Industries,"This product is excellent, highly durable and works perfectly.",Neutral
Headlights,Shakti Parts Distributors,"This product is excellent, highly durable and works perfectly.",Neutral
Timing Belt,Bharat Components,"The product is just okay, didn't experience any major issues.",Positive
Tires,Sri Ganesh Enterprises,Great value for the price! I'm very satisfied with the purchase.,Negative
Spark Plug,Vinayaka Auto Parts,"The product is just okay, didn't experience any major issues.",Negative
Oil Filter,Bangalore Auto Parts,I would definitely recommend this product to others.,Positive
Exhaust System,Sundaram Auto,I would definitely recommend this product to others.,Positive
Car Engine,Sundaram Auto,I would definitely recommend this product to others.,Negative
Brake Pads,Balaji Supplies,Great value for the price! I'm very satisfied with the purchase.,Neutral
Air Filter,Nandi AutoHub,The product did not meet my expectations. It broke after a few days.,Negative
Brake Pads,Bangalore Auto Parts,I would definitely recommend this product to others.,Negative
Headlights,Sundaram Auto,The quality of the material could have been better.,Positive
Exhaust System,Vinayaka Auto Parts,"It works fine, nothing extraordinary but does the job.",Positive
Raw Material Steel,Mysore Motors,The quality of the material could have been better.,Positive
Raw Material Aluminum,Balaji Supplies,"The product is just okay, didn't experience any major issues.",Positive
Raw Material Steel,Sundaram Auto,The quality of the material could have been better.,Positive
Car Engine,Vinayaka Auto Parts,"This part is good, but it took longer to arrive than expected.",Negative
Radiator,Bharat Components,Great value for the price! I'm very satisfied with the purchase.,Neutral
Gearbox,Sundaram Auto,"Overall a decent experience, though the price is a bit high.",Neutral
Radiator,Shakti Parts Distributors,The quality of the material could have been better.,Positive
Rubber Sheets,Sri Ganesh Enterprises,I would definitely recommend this product to others.,Negative
Fuel Pump,Mysore Motors,I would definitely recommend this product to others.,Positive
Headlights,Sundaram Auto,The quality of the material could have been better.,Negative
Fuel Pump,Mysore Motors,The product did not meet my expectations. It broke after a few days.,Positive
Timing Belt,Vishnu AutoTech,The quality of the material could have been better.,Neutral
Headlights,Sri Ganesh Enterprises,I would definitely recommend this product to others.,Positive
Suspension System,Balaji Supplies,"It works fine, nothing extraordinary but does the job.",Neutral
Spark Plug,Shakti Parts Distributors,"This part is good, but it took longer to arrive than expected.",Positive
Raw Material Aluminum,Vinayaka Auto Parts,"Very poor quality, completely disappointed.",Positive
Batteries,Sri Ganesh Enterprises,"This part is good, but it took longer to arrive than expected.",Negative
Radiator,Vinayaka Auto Parts,"The product is just okay, didn't experience any major issues.",Neutral
Plastic Components,Vinayaka Auto Parts,"The product is just okay, didn't experience any major issues.",Positive
